image_id,source,prompt,evaluation_seed,case_number
28506,coco-30k,A kitchen with many pots and pans hanging on the wall ,38010,4133
394659,coco-30k,"A kitchen is displayed, showing wooden cabinets and a blue tiled counter top.",46521,4134
478858,coco-30k,A bicycle chained to a pole in the city ,85924,4135
272416,coco-30k,"An old toilet in a bathroom with extended plumbing 
",55512,4136
428754,coco-30k,A person bending over by the side of a parked car.,77877,4137
336113,coco-30k,"A bathroom with a toilet, window and tape on the floor.",50694,4138
32760,coco-30k,A man on a bike looking at a line of semi-trucks in the street. ,31217,4139
369594,coco-30k,The small kitchen has a black counter and wooden cabinets.,20574,4140
530741,coco-30k,"This white bowl has rice, broccoli, and fish in it.",11740,4141
275279,coco-30k,This bathroom features a marble top vanity with double sinks.,98200,4142
354098,coco-30k,This toilet has a lot of wadded up tissue paper in it.,4382,4143
578813,coco-30k,A person with a backpack riding a snowboard down a mountain side.,43763,4144
315948,coco-30k,The small bathroom has an old bathtub in it.,18714,4145
435745,coco-30k,A shop that has many bikes of all kinds. ,96341,4146
28675,coco-30k,the bike is coming down the street with his lights on,62841,4147
189772,coco-30k,the Bike is parked next to a fence,48495,4148
495183,coco-30k,a girl is riding her bike down the street,84488,4149
190115,coco-30k,the man is sitting with a salad in front of him and smiling. ,53567,4150
95569,coco-30k,the wall is green and there is a pot on the stove,51093,4151
567053,coco-30k,a plane is parked on a asphalt ready to fly,93334,4152
189376,coco-30k,a room filled desks and computers a man and woman sitting listening and anther man with a camera,65870,4153
246106,coco-30k,A woman is unloading a bag in a large kitchen.,70249,4154
340004,coco-30k,The cat is sitting beneath a motor bike.,72305,4155
163585,coco-30k,The bench on the side of the street is empty. ,74251,4156
175310,coco-30k,A large bathroom has white walls and cabinets and blue wall tiles and countertops.,78881,4157
41872,coco-30k,A bedroom with built in television and open fireplace,89268,4158
209468,coco-30k,A woman in pajamas using her laptop on the stove top in the kitchen,85043,4159
192529,coco-30k,A bus stop and bench  on a street corner.,3946,4160
257053,coco-30k,A blue cake with yellow stars around it.,11011,4161
475043,coco-30k,A woman taking a sip of a beer by people with laptops.,62157,4162
3845,coco-30k,a chicken meal with carrots broccoli and rice,87343,4163
159233,coco-30k,Man taking a photograph of a black and silver motorcycle. ,97437,4164
19608,coco-30k,a man riding a red bicycle watching a bird in the water,97844,4165
178939,coco-30k,The big dog is laid out in the hallway,63112,4166
531499,coco-30k,a big empty kitchen with only a refrigerator stove and a sink,11194,4167
278550,coco-30k,a dog rests in a basket on a bike ,94585,4168
432038,coco-30k,A dog is chasing after three running sheep.,70048,4169
78313,coco-30k,The shelves above the cabinet have porcelain dishes on them.,73839,4170
231582,coco-30k,An airplane in the water a short distance from a rocky shore.,96815,4171
245750,coco-30k,A couple of animals that are near the rocks.,39329,4172
272153,coco-30k,a dog walking beside a man carrying a surf board,40432,4173
354533,coco-30k,A motorcycle sits parked across from a herd of livestock.,5672,4174
337969,coco-30k,"A toilet, sink, mirror, and tub in a bathroom.",4921,4175
301724,coco-30k,A wagon with a pink umbrella sitting in front of a store.,40796,4176
406647,coco-30k,A motorcycle is parked amongst the cars at a store.,80363,4177
373988,coco-30k,A crowd of people standing outside of a hotel on snow covered ground.,60154,4178
134715,coco-30k,A large mirror above a sink in a bathroom.,90585,4179
427239,coco-30k,There's a kitchen with toaster sitting on the counter between the oven and stove,67119,4180
352761,coco-30k,An old man smiling while sitting on a bench.,34805,4181
281019,coco-30k,a room showing a toilet and a sink,7340,4182
89999,coco-30k,a car moving on the street an ad bike parked outside,35729,4183
70434,coco-30k,"The bathroom has a sink, toilet, and glass shower.",86094,4184
310071,coco-30k,a man walking with an umbrella in the sunshine,25588,4185
295809,coco-30k,Street sign painted on a road that looks like a bicycle. ,4118,4186
370697,coco-30k,A clean sink is in the middle of the counter.  ,79689,4187
350623,coco-30k,A view of a kitchen from behind a dining table.,27655,4188
47632,coco-30k,A broken bathroom with a white sink and toilet.,77486,4189
565374,coco-30k,An old man sitting down playing an accordion next to parked bikes. ,90551,4190
61782,coco-30k,A walk in a shower sitting next to a sink under a mirror.,97510,4191
569249,coco-30k,A black cat is sitting on the bench and turning back its head. ,83469,4192
110683,coco-30k,Two big giraffes walking in a grassy area with a baby giraffe. ,37270,4193
418226,coco-30k,A row of wall mounted urinals under aquariums.,58999,4194
133195,coco-30k,a very tall building with a city clock on it,1565,4195
411943,coco-30k,a toilet sitting in a tile covered floor in a single room,95056,4196
386279,coco-30k,"A yellow bench by a mosaic brick road with an adult standing and bending over a bicycle, with cars, a tree and a building in background.",64792,4197
541493,coco-30k,A white sink under a mirror in a bathroom next to a light switch.,8864,4198
294247,coco-30k,A passenger jet in flight in a clear blue sky. ,84994,4199
196742,coco-30k,A man holding a microphone while sitting down.,84365,4200
460507,coco-30k,A plate topped with a cut in half sandwich and a bowl of soup,98413,4201
400803,coco-30k,A man standing on top of an orange boat on a river.,86856,4202
47121,coco-30k,A cat standing on the edge of a sink drink water.,27050,4203
43613,coco-30k,A man riding on the back of a green motorcycle.,62477,4204
92051,coco-30k,A bathroom with a white toilet sitting under a window.,89647,4205
162763,coco-30k,A bike parked on top of a cement floor.,54773,4206
64474,coco-30k,a man in the kitchen trying to draw water with a  pipe,74429,4207
288769,coco-30k, many tables arranged outside at the shop,16610,4208
237118,coco-30k,A middle aged man takes a selfie in a mirror.,40647,4209
421822,coco-30k,A giraffe standing on top of a dirt field near trees.,68964,4210
518605,coco-30k,Giraffes and zebras graze in a field with trees. ,20646,4211
317410,coco-30k,A couple of women standing in the back of a car with an open trunk.,41710,4212
251901,coco-30k,A person hiking up the side of a snow covered hillside.,40263,4213
386786,coco-30k,A white toilet sitting under a bathroom sink.,43094,4214
304389,coco-30k,"A bathroom depicting a vanity, window and a toilet.",60894,4215
147418,coco-30k,Two plane flying over a sea and island,86404,4216
458424,coco-30k,A dog  seated on a car parked near the road,82598,4217
375440,coco-30k,A number of benches at the beach and a boat in the sea,31080,4218
409119,coco-30k,A large plane with people alighting at the airport,57450,4219
181446,coco-30k,A man scowling while looking in a refrigerator ,7304,4220
23666,coco-30k,A toilet and bathtub in a dark room with abnormal plumbing.,81537,4221
224802,coco-30k,Three British Airways jets lined up at a terminal.,22386,4222
129587,coco-30k,a large elephant that is standing up eating,66332,4223
203669,coco-30k,A man throwing a frisbee in a park ,48605,4224
254540,coco-30k,A van has an open back door on the sidewalk.,16729,4225
65604,coco-30k,A painting of a zebra on a concrete wall.,91018,4226
575817,coco-30k,"A toilet that is covered in some filth, and some filth on the ground.",34658,4227
85913,coco-30k,A blue motorcycle parked on the side of a road.,12773,4228
216863,coco-30k,A group of skateboarders on top of a ramp.,18528,4229
392928,coco-30k,A bathroom door is opened by a toilet.,13071,4230
511111,coco-30k,A glass of Orange juice next to a juicer,96185,4231
458992,coco-30k,a woman poses in front of a giant pizza,7162,4232
183620,coco-30k,A woman with a bat hitting televisions that say Comcast Doesnt Care.,66215,4233
7386,coco-30k,a small motor bike outside of the garage,34804,4234
141197,coco-30k,a woman is standing in a room taking a picture of herslf,89631,4235
218853,coco-30k,a large silver plane is put on display at a museum,17496,4236
109826,coco-30k,A very nice looking rest room with a nice tub.,13559,4237
346965,coco-30k,A man in a black shirt holding a dog with its hand in the air.,69334,4238
268539,coco-30k,a man on a skate board jumps over a motor bike,73033,4239
239194,coco-30k,A group of zebras next to each other with two giraffes in the distance.,745,4240
257270,coco-30k,A motorcycle with long rails hanging from it.,88910,4241
353510,coco-30k,A couple of older folks standing in a kitchen.,64047,4242
532129,coco-30k,A cheese pizza sitting on top of white paper and a large plate. ,835,4243
19484,coco-30k,A metal sink with a cupboard of knives sitting on it. ,87881,4244
116255,coco-30k,A plane is flying through a clear sky,32141,4245
148614,coco-30k,"A photograph is against a wall near a door, a plant, and a clock.",97599,4246
363830,coco-30k,A big bathroom with a couch a bathtub in the middle of the room. ,51390,4247
91615,coco-30k,A very clean kitchen has stainless steel appliances.,42107,4248
555687,coco-30k,There is a small lamb poses on the bike.,94439,4249
90255,coco-30k,An old lady smiling in a pink kitchen.,69865,4250
418535,coco-30k,A man wearing a suit and tie and carrying something walkling down the street.,57935,4251
457078,coco-30k,A room with a desktop computer and a picture of a mummy. ,9178,4252
295765,coco-30k,An airplane flying through the air on a clear day.,82651,4253
399164,coco-30k,A computer desk with a desktop and laptop computer. ,51910,4254
78537,coco-30k,a large plane is coming in to land near a big balloon man,99810,4255
380854,coco-30k,A bathroom is shown with white decor and brown cabinets.,16082,4256
365866,coco-30k,A toilet and container in a small room.,62234,4257
36196,coco-30k,A airplane moving on the run way of a air port. ,7589,4258
370207,coco-30k,A newly married couple eating cake with each other.,11351,4259
118544,coco-30k,A man is looking at his laptop screen reading live posts.,26389,4260
137763,coco-30k,A long marble sink in a public restroom,983,4261
408449,coco-30k,The man is walking down the street with no shirt on.,24190,4262
312951,coco-30k,A brick and stone gothic-style tower with church steeple rises behind a modern glass building.,13546,4263
573924,coco-30k,You can see a blue towel hanging in the mirror.,42154,4264
321886,coco-30k,A group of people riding on bikes down a street.,13648,4265
483348,coco-30k,A bathroom stall that is made of wood.,55014,4266
2164,coco-30k,Lots of sheep graze on a grass field.,14956,4267
254750,coco-30k,"A bathroom that has a sink, toilet and mirror.",69779,4268
331753,coco-30k,A bunch of toilets sit on display with green tags.,73810,4269
366831,coco-30k,A bench that is sitting on a cobblestone sidewalk.,67978,4270
107340,coco-30k,A bathroom sink sitting under a large mirror.,83089,4271
510230,coco-30k,a street sign with a stop sign below it ,40121,4272
506310,coco-30k,A room with an empty and open refrigerator and a shelf of bottles.,9724,4273
385962,coco-30k,A toilet and bidet have toilet paper stacked between them.,79874,4274
240175,coco-30k,A white bath tub sitting next to a sink in a bathroom.,13057,4275
182450,coco-30k,A toilet sitting next to a white sink under a mirror.,78167,4276
303413,coco-30k,A woman standing in front of a bathroom mirror.,32027,4277
315491,coco-30k,A city street with a traffic light and street signs in front of a stone building.,97767,4278
117759,coco-30k,A woman is seen in the mirror drying her hair.,30371,4279
349689,coco-30k,about twenty people riding bicycles through a town area,58206,4280
416271,coco-30k,A jetliner sitting on top of an airport tarmac.,26940,4281
20307,coco-30k,A bicycle sitting beside a black door and steps.,92335,4282
326781,coco-30k,A white toilet and a sink in a room.,64105,4283
258382,coco-30k,a woman walking down the road while holding onto some bags and  an umbrella ,77068,4284
